,2P,2P%,2PA,3P,3P%,3PA,3PAr,AST,AST%,Age_x,Age_y,BLK,BLK%,BPM,DBPM,DRB,DRB%,DWS,FG,FG%,FGA,FT,FT%,FTA,FTr,GS,G_x,G_y,Lg_x,Lg_y,MP_x,MP_y,OBPM,ORB,ORB%,OWS,PER,PF,PTS,Player,Pos_x,Pos_y,STL,STL%,Season,TOV,TOV%,TRB,TRB%,TS%,Tm_x,Tm_y,USG%,Unnamed: 100_x,Unnamed: 100_y,Unnamed: 101_x,Unnamed: 101_y,Unnamed: 102_x,Unnamed: 102_y,Unnamed: 103_x,Unnamed: 103_y,Unnamed: 104_x,Unnamed: 104_y,Unnamed: 105_x,Unnamed: 105_y,Unnamed: 106_x,Unnamed: 106_y,Unnamed: 107_x,Unnamed: 107_y,Unnamed: 108_x,Unnamed: 108_y,Unnamed: 109_x,Unnamed: 109_y,Unnamed: 110_x,Unnamed: 110_y,Unnamed: 111_x,Unnamed: 111_y,Unnamed: 112_x,Unnamed: 112_y,Unnamed: 113_x,Unnamed: 113_y,Unnamed: 114_x,Unnamed: 114_y,Unnamed: 115_x,Unnamed: 115_y,Unnamed: 116,Unnamed: 116_x,Unnamed: 116_y,Unnamed: 117,Unnamed: 117_x,Unnamed: 117_y,Unnamed: 118,Unnamed: 118_x,Unnamed: 118_y,Unnamed: 119,Unnamed: 119_x,Unnamed: 119_y,Unnamed: 120_x,Unnamed: 120_y,Unnamed: 121_x,Unnamed: 121_y,Unnamed: 122_x,Unnamed: 122_y,Unnamed: 123_x,Unnamed: 123_y,Unnamed: 124_x,Unnamed: 124_y,Unnamed: 125_x,Unnamed: 125_y,Unnamed: 126_x,Unnamed: 126_y,Unnamed: 127_x,Unnamed: 127_y,Unnamed: 128_x,Unnamed: 128_y,Unnamed: 129_x,Unnamed: 129_y,Unnamed: 130_x,Unnamed: 130_y,Unnamed: 131_x,Unnamed: 131_y,Unnamed: 132_x,Unnamed: 132_y,Unnamed: 133_x,Unnamed: 133_y,Unnamed: 134_x,Unnamed: 134_y,Unnamed: 135_x,Unnamed: 135_y,Unnamed: 136_x,Unnamed: 136_y,Unnamed: 137_x,Unnamed: 137_y,Unnamed: 138_x,Unnamed: 138_y,Unnamed: 139_x,Unnamed: 139_y,Unnamed: 140_x,Unnamed: 140_y,Unnamed: 141_x,Unnamed: 141_y,Unnamed: 142_x,Unnamed: 142_y,Unnamed: 143_x,Unnamed: 143_y,Unnamed: 144_x,Unnamed: 144_y,Unnamed: 145,Unnamed: 145_x,Unnamed: 145_y,Unnamed: 146,Unnamed: 146_x,Unnamed: 146_y,Unnamed: 147,Unnamed: 147_x,Unnamed: 147_y,Unnamed: 148,Unnamed: 148_x,Unnamed: 148_y,Unnamed: 149,Unnamed: 149_x,Unnamed: 149_y,Unnamed: 150_x,Unnamed: 150_y,Unnamed: 151_x,Unnamed: 151_y,Unnamed: 152_x,Unnamed: 152_y,Unnamed: 153_x,Unnamed: 153_y,Unnamed: 154_x,Unnamed: 154_y,Unnamed: 155_x,Unnamed: 155_y,Unnamed: 156_x,Unnamed: 156_y,Unnamed: 157_x,Unnamed: 157_y,Unnamed: 158_x,Unnamed: 158_y,Unnamed: 159_x,Unnamed: 159_y,Unnamed: 160_x,Unnamed: 160_y,Unnamed: 161_x,Unnamed: 161_y,Unnamed: 162_x,Unnamed: 162_y,Unnamed: 163_x,Unnamed: 163_y,Unnamed: 164_x,Unnamed: 164_y,Unnamed: 165_x,Unnamed: 165_y,Unnamed: 166_x,Unnamed: 166_y,Unnamed: 167_x,Unnamed: 167_y,Unnamed: 168_x,Unnamed: 168_y,Unnamed: 169_x,Unnamed: 169_y,Unnamed: 170_x,Unnamed: 170_y,Unnamed: 171_x,Unnamed: 171_y,Unnamed: 172_x,Unnamed: 172_y,Unnamed: 173_x,Unnamed: 173_y,Unnamed: 174,Unnamed: 174_x,Unnamed: 174_y,Unnamed: 175,Unnamed: 175_x,Unnamed: 175_y,Unnamed: 176,Unnamed: 176_x,Unnamed: 176_y,Unnamed: 177,Unnamed: 177_x,Unnamed: 177_y,Unnamed: 178,Unnamed: 178_x,Unnamed: 178_y,Unnamed: 179,Unnamed: 179_x,Unnamed: 179_y,Unnamed: 180_x,Unnamed: 180_y,Unnamed: 181_x,Unnamed: 181_y,Unnamed: 182_x,Unnamed: 182_y,Unnamed: 183_x,Unnamed: 183_y,Unnamed: 184_x,Unnamed: 184_y,Unnamed: 185_x,Unnamed: 185_y,Unnamed: 186_x,Unnamed: 186_y,Unnamed: 187_x,Unnamed: 187_y,Unnamed: 188_x,Unnamed: 188_y,Unnamed: 189_x,Unnamed: 189_y,Unnamed: 19,Unnamed: 190_x,Unnamed: 190_y,Unnamed: 191_x,Unnamed: 191_y,Unnamed: 192_x,Unnamed: 192_y,Unnamed: 193_x,Unnamed: 193_y,Unnamed: 194_x,Unnamed: 194_y,Unnamed: 195_x,Unnamed: 195_y,Unnamed: 196_x,Unnamed: 196_y,Unnamed: 197_x,Unnamed: 197_y,Unnamed: 198_x,Unnamed: 198_y,Unnamed: 199_x,Unnamed: 199_y,Unnamed: 200_x,Unnamed: 200_y,Unnamed: 201_x,Unnamed: 201_y,Unnamed: 202_x,Unnamed: 202_y,Unnamed: 203,Unnamed: 203_x,Unnamed: 203_y,Unnamed: 204,Unnamed: 204_x,Unnamed: 204_y,Unnamed: 205,Unnamed: 205_x,Unnamed: 205_y,Unnamed: 206,Unnamed: 206_x,Unnamed: 206_y,Unnamed: 207,Unnamed: 207_x,Unnamed: 207_y,Unnamed: 208,Unnamed: 208_x,Unnamed: 208_y,Unnamed: 209,Unnamed: 209_x,Unnamed: 209_y,Unnamed: 210_x,Unnamed: 210_y,Unnamed: 211_x,Unnamed: 211_y,Unnamed: 212_x,Unnamed: 212_y,Unnamed: 213_x,Unnamed: 213_y,Unnamed: 214_x,Unnamed: 214_y,Unnamed: 215_x,Unnamed: 215_y,Unnamed: 216_x,Unnamed: 216_y,Unnamed: 217_x,Unnamed: 217_y,Unnamed: 218_x,Unnamed: 218_y,Unnamed: 219_x,Unnamed: 219_y,Unnamed: 220_x,Unnamed: 220_y,Unnamed: 221_x,Unnamed: 221_y,Unnamed: 222_x,Unnamed: 222_y,Unnamed: 223_x,Unnamed: 223_y,Unnamed: 224_x,Unnamed: 224_y,Unnamed: 225_x,Unnamed: 225_y,Unnamed: 226_x,Unnamed: 226_y,Unnamed: 227_x,Unnamed: 227_y,Unnamed: 228_x,Unnamed: 228_y,Unnamed: 229_x,Unnamed: 229_y,Unnamed: 230_x,Unnamed: 230_y,Unnamed: 231_x,Unnamed: 231_y,Unnamed: 232,Unnamed: 233,Unnamed: 234,Unnamed: 235,Unnamed: 236,Unnamed: 237,Unnamed: 238,Unnamed: 239,Unnamed: 24,Unnamed: 29,Unnamed: 30_x,Unnamed: 30_y,Unnamed: 31_x,Unnamed: 31_y,Unnamed: 32_x,Unnamed: 32_y,Unnamed: 33_x,Unnamed: 33_y,Unnamed: 34_x,Unnamed: 34_y,Unnamed: 35_x,Unnamed: 35_y,Unnamed: 36_x,Unnamed: 36_y,Unnamed: 37_x,Unnamed: 37_y,Unnamed: 38_x,Unnamed: 38_y,Unnamed: 39_x,Unnamed: 39_y,Unnamed: 40_x,Unnamed: 40_y,Unnamed: 41_x,Unnamed: 41_y,Unnamed: 42_x,Unnamed: 42_y,Unnamed: 43_x,Unnamed: 43_y,Unnamed: 44_x,Unnamed: 44_y,Unnamed: 45_x,Unnamed: 45_y,Unnamed: 46_x,Unnamed: 46_y,Unnamed: 47_x,Unnamed: 47_y,Unnamed: 48_x,Unnamed: 48_y,Unnamed: 49_x,Unnamed: 49_y,Unnamed: 50_x,Unnamed: 50_y,Unnamed: 51_x,Unnamed: 51_y,Unnamed: 52_x,Unnamed: 52_y,Unnamed: 53_x,Unnamed: 53_y,Unnamed: 54_x,Unnamed: 54_y,Unnamed: 55_x,Unnamed: 55_y,Unnamed: 56_x,Unnamed: 56_y,Unnamed: 57_x,Unnamed: 57_y,Unnamed: 58_x,Unnamed: 58_y,Unnamed: 59_x,Unnamed: 59_y,Unnamed: 60_x,Unnamed: 60_y,Unnamed: 61_x,Unnamed: 61_y,Unnamed: 62_x,Unnamed: 62_y,Unnamed: 63_x,Unnamed: 63_y,Unnamed: 64_x,Unnamed: 64_y,Unnamed: 65_x,Unnamed: 65_y,Unnamed: 66_x,Unnamed: 66_y,Unnamed: 67_x,Unnamed: 67_y,Unnamed: 68_x,Unnamed: 68_y,Unnamed: 69_x,Unnamed: 69_y,Unnamed: 70_x,Unnamed: 70_y,Unnamed: 71_x,Unnamed: 71_y,Unnamed: 72_x,Unnamed: 72_y,Unnamed: 73_x,Unnamed: 73_y,Unnamed: 74_x,Unnamed: 74_y,Unnamed: 75_x,Unnamed: 75_y,Unnamed: 76_x,Unnamed: 76_y,Unnamed: 77_x,Unnamed: 77_y,Unnamed: 78_x,Unnamed: 78_y,Unnamed: 79_x,Unnamed: 79_y,Unnamed: 80_x,Unnamed: 80_y,Unnamed: 81_x,Unnamed: 81_y,Unnamed: 82_x,Unnamed: 82_y,Unnamed: 83_x,Unnamed: 83_y,Unnamed: 84_x,Unnamed: 84_y,Unnamed: 85_x,Unnamed: 85_y,Unnamed: 86_x,Unnamed: 86_y,Unnamed: 87_x,Unnamed: 87_y,Unnamed: 88_x,Unnamed: 88_y,Unnamed: 89_x,Unnamed: 89_y,Unnamed: 90_x,Unnamed: 90_y,Unnamed: 91_x,Unnamed: 91_y,Unnamed: 92_x,Unnamed: 92_y,Unnamed: 93_x,Unnamed: 93_y,Unnamed: 94_x,Unnamed: 94_y,Unnamed: 95_x,Unnamed: 95_y,Unnamed: 96_x,Unnamed: 96_y,Unnamed: 97_x,Unnamed: 97_y,Unnamed: 98_x,Unnamed: 98_y,Unnamed: 99_x,Unnamed: 99_y,VORP,WS,WS/48,eFG%
10,195,0.579,337,114,0.39,292,0.46399999999999997,229,19.3,22.0,22.0,15,0.6,4.5,-1.1,222,12.2,1.8,309,0.491,629,312,0.846,369,0.5870000000000001,2.0,62,62,NBA,NBA,1946,1946,5.6,30,1.9,7.5,21.1,150,1044,James Harden,SG,SG,62,1.6,2011-12,137,14.8,252,7.4,0.66,OKC,OKC,21.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2,9.3,0.23,0.5820000000000001
11,406,0.47700000000000004,851,179,0.368,486,0.364,455,25.7,23.0,23.0,38,1.0,5.5,0.1,317,11.9,3.0,585,0.43799999999999994,1337,674,0.851,792,0.5920000000000001,78.0,78,78,NBA,NBA,2985,2985,5.4,62,2.4,9.8,23.0,178,2023,James Harden,SG,SG,142,2.4,2012-13,295,14.9,379,7.2,0.6,HOU,HOU,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7,12.8,0.20600000000000002,0.504
12,372,0.515,722,177,0.366,483,0.401,446,27.3,24.0,24.0,29,0.8,5.7,-0.5,283,10.7,2.7,549,0.456,1205,576,0.866,665,0.552,73.0,73,73,NBA,NBA,2777,2777,6.2,61,2.6,10.1,23.5,177,1851,James Harden,SG,SG,115,2.1,2013-14,265,15.0,344,6.9,0.618,HOU,HOU,27.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4,12.8,0.221,0.529
13,439,0.48,915,208,0.375,555,0.37799999999999995,565,34.6,25.0,25.0,60,1.6,8.4,1.0,384,14.2,4.2,647,0.44,1470,715,0.868,824,0.561,81.0,81,81,NBA,NBA,2981,2981,7.4,75,2.8,12.2,26.7,208,2217,James Harden,SG,SG,154,2.6,2014-15,321,14.9,459,8.5,0.605,HOU,HOU,31.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.8,16.4,0.265,0.511
14,474,0.494,960,236,0.359,657,0.406,612,35.4,26.0,26.0,51,1.4,6.7,-0.4,438,15.6,2.6,710,0.439,1617,720,0.86,837,0.518,82.0,82,82,NBA,NBA,3125,3125,7.1,63,2.2,10.7,25.3,229,2376,James Harden,SG,SG,139,2.2,2015-16,374,15.9,501,8.8,0.598,HOU,HOU,32.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.9,13.3,0.204,0.512
15,412,0.53,777,262,0.34700000000000003,756,0.493,907,50.7,27.0,27.0,38,1.0,10.1,1.5,564,20.9,3.6,674,0.44,1533,746,0.847,881,0.575,81.0,81,81,NBA,NBA,2947,2947,8.7,95,3.5,11.5,27.4,215,2356,James Harden,PG,PG,121,2.0,2016-17,464,19.5,659,12.2,0.613,HOU,HOU,34.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,15.0,0.245,0.525
16,386,0.531,727,265,0.36700000000000005,722,0.498,630,45.1,28.0,28.0,50,1.7,10.9,1.3,348,15.2,3.8,651,0.449,1449,624,0.858,727,0.502,72.0,72,72,NBA,NBA,2551,2551,9.6,41,1.8,11.6,29.8,169,2191,James Harden,SG,SG,126,2.4,2017-18,315,15.1,389,8.6,0.619,HOU,HOU,36.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.3,15.4,0.289,0.541
17,465,0.528,881,378,0.368,1028,0.539,586,39.5,29.0,29.0,58,1.7,11.7,1.1,452,17.8,3.8,843,0.442,1909,754,0.879,858,0.449,78.0,78,78,NBA,NBA,2867,2867,10.5,66,2.5,11.4,30.6,244,2818,James Harden,PG,PG,158,2.7,2018-19,387,14.5,518,10.0,0.616,HOU,HOU,40.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.9,15.2,0.254,0.541
18,150,0.562,267,127,0.363,350,0.5670000000000001,187,35.6,30.0,30.0,18,1.7,11.0,-0.5,123,13.3,1.0,277,0.449,617,301,0.883,341,0.5529999999999999,25.0,25,25,NBA,NBA,945,945,11.5,24,2.7,5.0,32.4,83,982,James Harden,SG,SG,50,2.4,2019-20,126,14.1,147,8.1,0.64,HOU,HOU,38.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1,6.1,0.308,0.552
19,3624,0.508,7127,2152,0.365,5901,0.45299999999999996,4930,31.9,,,401,1.2,7.2,0.3,3541,14.4,31.0,5776,0.44299999999999995,13028,5905,0.8590000000000001,6877,0.528,577.0,790,790,NBA,NBA,27051,27051,6.9,606,2.5,97.0,24.7,2060,19609,James Harden,,,1239,2.3,Career,2896,15.3,4147,8.5,0.611,,,30.5,0.444,7.4,320.0,14.8,864.0,2.1,0.37,0.7,520.0,13.1,1027.0,20.4,0.506,,0.529,14.6,795.0,6.4,952.0,21.0,0.835,0.171,119.0,,632.0,3.1,751.0,-0.5,542.0,2.7,234.0,6.9,59.0,,,349.0,,,557.0,,,2795.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8 seasons,,,8 seasons,HOU,,NBA,HOU,,NBA,570.0,,21178.0,570.0,26.8,570.0,0.612,21178.0,0.452,4936.0,0.532,11137.0,2.6,0.44299999999999995,15.1,1832.0,8.9,5037.0,36.7,0.364,2.3,3104.0,1.3,6100.0,15.6,0.509,33.3,0.525,,5110.0,82.4,5925.0,24.6,0.862,107.0,487.0,0.243,2909.0,,3396.0,8.0,4388.0,0.5,1005.0,8.5,342.0,56.1,2547.0,3 seasons,1503.0,,16814.0,OKC,3 seasons,NBA,,,OKC,220.0,NBA,5873.0,,17.2,220.0,0.605,7.0,0.457,5873.0,0.503,840.0,2.4,1891.0,11.9,63.0,128.0,0.22699999999999998,0.526
20,401,0.415,966,35,0.271,129,0.11800000000000001,435,27.5,20.0,20.0,16,0.4,-0.1,-0.2,221,9.7,2.0,436,0.39799999999999996,1095,349,0.815,428,0.391,65.0,82,82,NBA,NBA,2668,2668,0.1,178,7.6,-0.1,15.2,191,1256,Russell Westbrook,PG,PG,110,2.1,2008-09,274,17.6,399,8.6,0.489,OKC,OKC,25.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,1.9,0.035,0.414
21,462,0.43799999999999994,1056,23,0.221,104,0.09,652,38.6,21.0,21.0,34,0.9,2.1,0.6,258,10.3,3.4,485,0.418,1160,329,0.78,422,0.364,82.0,82,82,NBA,NBA,2813,2813,1.4,143,6.0,2.7,17.8,204,1322,Russell Westbrook,PG,PG,108,2.0,2009-10,268,16.6,401,8.2,0.491,OKC,OKC,25.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9,6.1,0.105,0.428
22,580,0.451,1287,34,0.33,103,0.07400000000000001,670,42.7,22.0,22.0,30,0.8,5.0,0.5,258,10.3,3.1,614,0.442,1390,531,0.8420000000000001,631,0.45399999999999996,82.0,82,82,NBA,NBA,2847,2847,4.4,121,5.2,6.3,23.6,207,1793,Russell Westbrook,PG,PG,155,2.8,2010-11,316,15.9,379,7.8,0.5379999999999999,OKC,OKC,31.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,9.4,0.159,0.45399999999999996
