,2P,2P%,2PA,3P,3P%,3PA,3PAr,AST,AST%,Age_x,Age_y,BLK,BLK%,BPM,DBPM,DRB,DRB%,DWS,FG,FG%,FGA,FT,FT%,FTA,FTr,GS,G_x,G_y,Lg_x,Lg_y,MP_x,MP_y,OBPM,ORB,ORB%,OWS,PER,PF,PTS,Player,Pos_x,Pos_y,STL,STL%,Season,TOV,TOV%,TRB,TRB%,TS%,Tm_x,Tm_y,USG%,Unnamed: 100_x,Unnamed: 100_y,Unnamed: 101_x,Unnamed: 101_y,Unnamed: 102_x,Unnamed: 102_y,Unnamed: 103_x,Unnamed: 103_y,Unnamed: 104_x,Unnamed: 104_y,Unnamed: 105_x,Unnamed: 105_y,Unnamed: 106_x,Unnamed: 106_y,Unnamed: 107_x,Unnamed: 107_y,Unnamed: 108_x,Unnamed: 108_y,Unnamed: 109_x,Unnamed: 109_y,Unnamed: 110_x,Unnamed: 110_y,Unnamed: 111_x,Unnamed: 111_y,Unnamed: 112_x,Unnamed: 112_y,Unnamed: 113_x,Unnamed: 113_y,Unnamed: 114_x,Unnamed: 114_y,Unnamed: 115_x,Unnamed: 115_y,Unnamed: 116,Unnamed: 116_x,Unnamed: 116_y,Unnamed: 117,Unnamed: 117_x,Unnamed: 117_y,Unnamed: 118,Unnamed: 118_x,Unnamed: 118_y,Unnamed: 119,Unnamed: 119_x,Unnamed: 119_y,Unnamed: 120_x,Unnamed: 120_y,Unnamed: 121_x,Unnamed: 121_y,Unnamed: 122_x,Unnamed: 122_y,Unnamed: 123_x,Unnamed: 123_y,Unnamed: 124_x,Unnamed: 124_y,Unnamed: 125_x,Unnamed: 125_y,Unnamed: 126_x,Unnamed: 126_y,Unnamed: 127_x,Unnamed: 127_y,Unnamed: 128_x,Unnamed: 128_y,Unnamed: 129_x,Unnamed: 129_y,Unnamed: 130_x,Unnamed: 130_y,Unnamed: 131_x,Unnamed: 131_y,Unnamed: 132_x,Unnamed: 132_y,Unnamed: 133_x,Unnamed: 133_y,Unnamed: 134_x,Unnamed: 134_y,Unnamed: 135_x,Unnamed: 135_y,Unnamed: 136_x,Unnamed: 136_y,Unnamed: 137_x,Unnamed: 137_y,Unnamed: 138_x,Unnamed: 138_y,Unnamed: 139_x,Unnamed: 139_y,Unnamed: 140_x,Unnamed: 140_y,Unnamed: 141_x,Unnamed: 141_y,Unnamed: 142_x,Unnamed: 142_y,Unnamed: 143_x,Unnamed: 143_y,Unnamed: 144_x,Unnamed: 144_y,Unnamed: 145,Unnamed: 145_x,Unnamed: 145_y,Unnamed: 146,Unnamed: 146_x,Unnamed: 146_y,Unnamed: 147,Unnamed: 147_x,Unnamed: 147_y,Unnamed: 148,Unnamed: 148_x,Unnamed: 148_y,Unnamed: 149,Unnamed: 149_x,Unnamed: 149_y,Unnamed: 150_x,Unnamed: 150_y,Unnamed: 151_x,Unnamed: 151_y,Unnamed: 152_x,Unnamed: 152_y,Unnamed: 153_x,Unnamed: 153_y,Unnamed: 154_x,Unnamed: 154_y,Unnamed: 155_x,Unnamed: 155_y,Unnamed: 156_x,Unnamed: 156_y,Unnamed: 157_x,Unnamed: 157_y,Unnamed: 158_x,Unnamed: 158_y,Unnamed: 159_x,Unnamed: 159_y,Unnamed: 160_x,Unnamed: 160_y,Unnamed: 161_x,Unnamed: 161_y,Unnamed: 162_x,Unnamed: 162_y,Unnamed: 163_x,Unnamed: 163_y,Unnamed: 164_x,Unnamed: 164_y,Unnamed: 165_x,Unnamed: 165_y,Unnamed: 166_x,Unnamed: 166_y,Unnamed: 167_x,Unnamed: 167_y,Unnamed: 168_x,Unnamed: 168_y,Unnamed: 169_x,Unnamed: 169_y,Unnamed: 170_x,Unnamed: 170_y,Unnamed: 171_x,Unnamed: 171_y,Unnamed: 172_x,Unnamed: 172_y,Unnamed: 173_x,Unnamed: 173_y,Unnamed: 174,Unnamed: 174_x,Unnamed: 174_y,Unnamed: 175,Unnamed: 175_x,Unnamed: 175_y,Unnamed: 176,Unnamed: 176_x,Unnamed: 176_y,Unnamed: 177,Unnamed: 177_x,Unnamed: 177_y,Unnamed: 178,Unnamed: 178_x,Unnamed: 178_y,Unnamed: 179,Unnamed: 179_x,Unnamed: 179_y,Unnamed: 180_x,Unnamed: 180_y,Unnamed: 181_x,Unnamed: 181_y,Unnamed: 182_x,Unnamed: 182_y,Unnamed: 183_x,Unnamed: 183_y,Unnamed: 184_x,Unnamed: 184_y,Unnamed: 185_x,Unnamed: 185_y,Unnamed: 186_x,Unnamed: 186_y,Unnamed: 187_x,Unnamed: 187_y,Unnamed: 188_x,Unnamed: 188_y,Unnamed: 189_x,Unnamed: 189_y,Unnamed: 19,Unnamed: 190_x,Unnamed: 190_y,Unnamed: 191_x,Unnamed: 191_y,Unnamed: 192_x,Unnamed: 192_y,Unnamed: 193_x,Unnamed: 193_y,Unnamed: 194_x,Unnamed: 194_y,Unnamed: 195_x,Unnamed: 195_y,Unnamed: 196_x,Unnamed: 196_y,Unnamed: 197_x,Unnamed: 197_y,Unnamed: 198_x,Unnamed: 198_y,Unnamed: 199_x,Unnamed: 199_y,Unnamed: 200_x,Unnamed: 200_y,Unnamed: 201_x,Unnamed: 201_y,Unnamed: 202_x,Unnamed: 202_y,Unnamed: 203,Unnamed: 203_x,Unnamed: 203_y,Unnamed: 204,Unnamed: 204_x,Unnamed: 204_y,Unnamed: 205,Unnamed: 205_x,Unnamed: 205_y,Unnamed: 206,Unnamed: 206_x,Unnamed: 206_y,Unnamed: 207,Unnamed: 207_x,Unnamed: 207_y,Unnamed: 208,Unnamed: 208_x,Unnamed: 208_y,Unnamed: 209,Unnamed: 209_x,Unnamed: 209_y,Unnamed: 210_x,Unnamed: 210_y,Unnamed: 211_x,Unnamed: 211_y,Unnamed: 212_x,Unnamed: 212_y,Unnamed: 213_x,Unnamed: 213_y,Unnamed: 214_x,Unnamed: 214_y,Unnamed: 215_x,Unnamed: 215_y,Unnamed: 216_x,Unnamed: 216_y,Unnamed: 217_x,Unnamed: 217_y,Unnamed: 218_x,Unnamed: 218_y,Unnamed: 219_x,Unnamed: 219_y,Unnamed: 220_x,Unnamed: 220_y,Unnamed: 221_x,Unnamed: 221_y,Unnamed: 222_x,Unnamed: 222_y,Unnamed: 223_x,Unnamed: 223_y,Unnamed: 224_x,Unnamed: 224_y,Unnamed: 225_x,Unnamed: 225_y,Unnamed: 226_x,Unnamed: 226_y,Unnamed: 227_x,Unnamed: 227_y,Unnamed: 228_x,Unnamed: 228_y,Unnamed: 229_x,Unnamed: 229_y,Unnamed: 230_x,Unnamed: 230_y,Unnamed: 231_x,Unnamed: 231_y,Unnamed: 232,Unnamed: 233,Unnamed: 234,Unnamed: 235,Unnamed: 236,Unnamed: 237,Unnamed: 238,Unnamed: 239,Unnamed: 24,Unnamed: 29,Unnamed: 30_x,Unnamed: 30_y,Unnamed: 31_x,Unnamed: 31_y,Unnamed: 32_x,Unnamed: 32_y,Unnamed: 33_x,Unnamed: 33_y,Unnamed: 34_x,Unnamed: 34_y,Unnamed: 35_x,Unnamed: 35_y,Unnamed: 36_x,Unnamed: 36_y,Unnamed: 37_x,Unnamed: 37_y,Unnamed: 38_x,Unnamed: 38_y,Unnamed: 39_x,Unnamed: 39_y,Unnamed: 40_x,Unnamed: 40_y,Unnamed: 41_x,Unnamed: 41_y,Unnamed: 42_x,Unnamed: 42_y,Unnamed: 43_x,Unnamed: 43_y,Unnamed: 44_x,Unnamed: 44_y,Unnamed: 45_x,Unnamed: 45_y,Unnamed: 46_x,Unnamed: 46_y,Unnamed: 47_x,Unnamed: 47_y,Unnamed: 48_x,Unnamed: 48_y,Unnamed: 49_x,Unnamed: 49_y,Unnamed: 50_x,Unnamed: 50_y,Unnamed: 51_x,Unnamed: 51_y,Unnamed: 52_x,Unnamed: 52_y,Unnamed: 53_x,Unnamed: 53_y,Unnamed: 54_x,Unnamed: 54_y,Unnamed: 55_x,Unnamed: 55_y,Unnamed: 56_x,Unnamed: 56_y,Unnamed: 57_x,Unnamed: 57_y,Unnamed: 58_x,Unnamed: 58_y,Unnamed: 59_x,Unnamed: 59_y,Unnamed: 60_x,Unnamed: 60_y,Unnamed: 61_x,Unnamed: 61_y,Unnamed: 62_x,Unnamed: 62_y,Unnamed: 63_x,Unnamed: 63_y,Unnamed: 64_x,Unnamed: 64_y,Unnamed: 65_x,Unnamed: 65_y,Unnamed: 66_x,Unnamed: 66_y,Unnamed: 67_x,Unnamed: 67_y,Unnamed: 68_x,Unnamed: 68_y,Unnamed: 69_x,Unnamed: 69_y,Unnamed: 70_x,Unnamed: 70_y,Unnamed: 71_x,Unnamed: 71_y,Unnamed: 72_x,Unnamed: 72_y,Unnamed: 73_x,Unnamed: 73_y,Unnamed: 74_x,Unnamed: 74_y,Unnamed: 75_x,Unnamed: 75_y,Unnamed: 76_x,Unnamed: 76_y,Unnamed: 77_x,Unnamed: 77_y,Unnamed: 78_x,Unnamed: 78_y,Unnamed: 79_x,Unnamed: 79_y,Unnamed: 80_x,Unnamed: 80_y,Unnamed: 81_x,Unnamed: 81_y,Unnamed: 82_x,Unnamed: 82_y,Unnamed: 83_x,Unnamed: 83_y,Unnamed: 84_x,Unnamed: 84_y,Unnamed: 85_x,Unnamed: 85_y,Unnamed: 86_x,Unnamed: 86_y,Unnamed: 87_x,Unnamed: 87_y,Unnamed: 88_x,Unnamed: 88_y,Unnamed: 89_x,Unnamed: 89_y,Unnamed: 90_x,Unnamed: 90_y,Unnamed: 91_x,Unnamed: 91_y,Unnamed: 92_x,Unnamed: 92_y,Unnamed: 93_x,Unnamed: 93_y,Unnamed: 94_x,Unnamed: 94_y,Unnamed: 95_x,Unnamed: 95_y,Unnamed: 96_x,Unnamed: 96_y,Unnamed: 97_x,Unnamed: 97_y,Unnamed: 98_x,Unnamed: 98_y,Unnamed: 99_x,Unnamed: 99_y,VORP,WS,WS/48,eFG%
285,773,0.522,1480,16,0.4,40,0.026000000000000002,345,20.6,32.0,32.0,56,1.5,7.3,2.6,629,24.2,5.3,789,0.519,1520,512,0.723,708,0.466,82.0,82,82,NBA,NBA,3113,3113,4.7,175,7.1,9.9,26.0,245,2106,Karl Malone,PF,PF,138,2.4,1995-96,199,9.8,804,15.8,0.575,UTA,UTA,29.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.4,15.1,0.233,0.524
286,864,0.555,1558,0,0.0,13,0.008,368,24.5,33.0,33.0,48,1.3,8.5,2.2,616,24.2,5.1,864,0.55,1571,521,0.755,690,0.439,82.0,82,82,NBA,NBA,2998,2998,6.2,193,8.5,11.6,28.9,217,2249,Karl Malone,PF,PF,113,2.0,1996-97,233,11.1,809,16.8,0.6,UTA,UTA,32.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.9,16.7,0.268,0.55
287,778,0.531,1466,2,0.33299999999999996,6,0.004,316,20.9,34.0,34.0,70,1.7,7.0,1.4,645,24.8,4.3,780,0.53,1472,628,0.7609999999999999,825,0.56,81.0,81,81,NBA,NBA,3030,3030,5.7,189,8.3,12.1,27.9,237,2190,Karl Malone,PF,PF,96,1.7,1997-98,247,11.9,834,17.1,0.597,UTA,UTA,31.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.9,16.4,0.259,0.531
288,393,0.494,796,0,0.0,1,0.001,201,23.0,35.0,35.0,28,1.2,6.8,2.3,356,22.1,3.4,393,0.493,797,378,0.7879999999999999,480,0.602,49.0,49,49,NBA,NBA,1832,1832,4.5,107,7.7,6.2,25.6,134,1164,Karl Malone,PF,PF,62,1.9,1998-99,162,13.8,463,15.4,0.5770000000000001,UTA,UTA,30.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1,9.6,0.252,0.493
289,750,0.511,1468,2,0.25,8,0.005,304,20.9,36.0,36.0,71,1.9,6.9,1.7,610,24.7,4.5,752,0.509,1476,589,0.797,739,0.501,82.0,82,82,NBA,NBA,2947,2947,5.2,169,7.1,10.7,27.1,229,2095,Karl Malone,PF,PF,79,1.4,1999-00,231,11.4,779,16.1,0.5820000000000001,UTA,UTA,31.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.6,15.3,0.249,0.51
290,668,0.499,1340,2,0.4,5,0.004,361,24.1,37.0,37.0,62,1.7,5.9,1.7,555,23.3,4.0,670,0.498,1345,536,0.7929999999999999,676,0.503,81.0,81,81,NBA,NBA,2895,2895,4.2,114,5.0,9.1,24.7,216,1878,Karl Malone,PF,PF,93,1.7,2000-01,244,12.9,669,14.3,0.5720000000000001,UTA,UTA,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.8,13.1,0.217,0.499
291,626,0.456,1374,9,0.36,25,0.018000000000000002,341,21.8,38.0,38.0,59,1.5,3.7,1.7,544,21.7,4.3,635,0.45399999999999996,1399,509,0.797,639,0.457,80.0,80,80,NBA,NBA,3040,3040,2.0,142,5.6,5.5,21.1,229,1788,Karl Malone,PF,PF,152,2.7,2001-02,263,13.5,686,13.6,0.532,UTA,UTA,28.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4,9.8,0.155,0.457
292,592,0.46399999999999997,1275,3,0.214,14,0.011000000000000001,379,24.4,39.0,39.0,31,0.8,4.5,1.6,515,20.5,4.3,595,0.462,1289,474,0.763,621,0.48200000000000004,81.0,81,81,NBA,NBA,2936,2936,2.8,113,4.8,6.9,21.7,204,1667,Karl Malone,PF,PF,136,2.5,2002-03,210,11.8,628,13.0,0.534,UTA,UTA,27.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8,11.1,0.182,0.46299999999999997
293,193,0.484,399,0,0.0,1,0.003,163,19.1,40.0,40.0,20,1.1,2.4,2.5,306,25.6,2.2,193,0.483,400,168,0.747,225,0.563,42.0,42,42,NBA,NBA,1373,1373,-0.1,61,5.0,2.1,17.8,116,554,Karl Malone,PF,PF,50,1.9,2003-04,103,17.1,367,15.1,0.555,LAL,LAL,19.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,4.3,0.151,0.483
294,13443,0.519,25900,85,0.27399999999999997,310,0.012,5248,17.6,,,1145,1.5,5.4,1.8,11406,23.5,92.4,13528,0.516,26210,9787,0.742,13188,0.503,1471.0,1476,1476,NBA,NBA,54852,54852,3.6,3562,7.9,142.2,23.9,4578,36928,Karl Malone,,,2085,1.9,Career,4524,12.4,14968,16.0,0.5770000000000001,,,29.4,0.483,15.1,0.0,19.1,1.0,1.9,0.0,1.1,193.0,17.1,399.0,19.7,0.484,,0.483,2.1,168.0,2.2,225.0,4.3,0.747,0.151,61.0,,306.0,-0.1,367.0,2.5,163.0,2.4,50.0,1.5,20.0,,,103.0,,,116.0,,,554.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18 seasons,,,18 seasons,UTA,,NBA,UTA,,NBA,1434.0,,53479.0,1434.0,24.1,1429.0,0.5770000000000001,53479.0,0.012,13335.0,0.502,25810.0,7.9,0.517,23.4,85.0,16.0,309.0,17.5,0.275,1.9,13250.0,1.5,25501.0,12.3,0.52,29.7,0.518,,9619.0,140.1,12963.0,90.2,0.742,230.3,3501.0,0.207,11100.0,,14601.0,3.7,5085.0,1.8,2035.0,5.5,1125.0,101.0,4421.0,1 season,4462.0,,36374.0,LAL,1 season,NBA,,,LAL,42.0,NBA,1373.0,,17.8,42.0,0.555,42.0,0.003,1373.0,0.563,193.0,5.0,400.0,25.6,102.5,234.6,0.205,0.518
295,828,0.526,1573,9,0.17300000000000001,52,0.032,481,25.3,21.0,21.0,69,1.3,8.2,1.8,367,13.2,3.7,837,0.515,1625,630,0.845,746,0.45899999999999996,82.0,82,82,NBA,NBA,3144,3144,6.3,167,6.3,10.3,25.8,285,2313,Michael Jordan,SG,SG,196,3.0,1984-85,291,13.0,534,9.8,0.5920000000000001,CHI,CHI,29.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.1,14.0,0.213,0.518
296,147,0.474,310,3,0.16699999999999998,18,0.055,53,21.7,22.0,22.0,21,2.7,4.7,-0.5,41,10.7,0.5,150,0.457,328,105,0.84,125,0.381,7.0,18,18,NBA,NBA,451,451,5.1,23,5.6,1.0,27.5,46,408,Michael Jordan,SG,SG,37,3.9,1985-86,45,10.5,64,8.0,0.5329999999999999,CHI,CHI,38.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,1.5,0.16,0.462
297,1086,0.491,2213,12,0.182,66,0.028999999999999998,377,22.2,23.0,23.0,125,2.3,8.6,0.6,264,9.3,5.0,1098,0.48200000000000004,2279,833,0.857,972,0.42700000000000005,82.0,82,82,NBA,NBA,3281,3281,8.0,166,5.6,11.9,29.8,237,3041,Michael Jordan,SG,SG,236,3.6,1986-87,272,9.1,430,7.4,0.562,CHI,CHI,38.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8,16.9,0.247,0.484
